age_min,age_max,landmark,max_fu_days,n,events,n_vax,events_vax,n_unvax,events_unvax,HR,CI_lower,CI_upper,p_value
29,50,120,800,678,15,172,2,506,13,0.4482735261617446,0.10115557731038592,1.986535588056521,0.29081610582498363
29,50,120,850,678,16,172,3,506,13,0.6724189088620068,0.19160942920624352,2.359733499902513,0.5355144444494184
29,50,120,900,678,18,172,3,506,15,0.5836127970330912,0.16895087855621654,2.01599364129649,0.39451421564660205
29,50,120,730,678,15,172,2,506,13,0.44827352616174465,0.10115557731038592,1.9865355880565212,0.29081610582498363
29,50,120,760,678,15,172,2,506,13,0.44827352616174465,0.10115557731038592,1.9865355880565212,0.29081610582498363
29,50,120,790,678,15,172,2,506,13,0.4482735261617446,0.10115557731038592,1.986535588056521,0.29081610582498363
29,50,120,820,678,16,172,3,506,13,0.6724189088620068,0.19160942920624352,2.359733499902513,0.5355144444494184
29,50,120,1095,678,20,172,5,506,15,0.9779283979152678,0.3554040226574242,2.690864172831682,0.9655274038791762
29,50,120,1460,678,26,172,5,506,21,0.7081455417843313,0.26700077610055695,1.878159740480163,0.4880160939256194
29,50,120,1825,678,30,172,6,506,24,0.7506852483070457,0.3068210941809653,1.8366675326874295,0.5298709034490265
29,50,150,All,677,34,171,6,506,28,0.6525939287703674,0.27017061277062615,1.5763329382885654,0.3428490732703757
29,50,150,365,677,8,171,1,506,7,0.4203194718639768,0.05171174364486773,3.4164088459536264,0.4175032553555247
29,50,150,400,677,8,171,1,506,7,0.4203194718639767,0.05171174364486773,3.4164088459536264,0.4175032553555247
29,50,150,450,677,8,171,1,506,7,0.4203194718639767,0.05171174364486773,3.4164088459536264,0.4175032553555247
29,50,150,500,677,9,171,1,506,8,0.3673783693835824,0.045947331397263654,2.937425573729355,0.3451221779822031
29,50,150,550,677,9,171,1,506,8,0.3673783693835824,0.045947331397263654,2.937425573729355,0.3451221779822031
29,50,150,600,677,11,171,1,506,10,0.2930637529938816,0.03751421411348789,2.2894352273790326,0.24190282750588854
29,50,150,650,677,13,171,1,506,12,0.24319148543171787,0.031620495887567,1.8703722673033654,0.17432734659861848
29,50,150,700,677,14,171,1,506,13,0.2239809857157737,0.029299170324162918,1.7122492346084173,0.14937039655108283
29,50,150,730,677,14,171,1,506,13,0.22398098571577374,0.029299170324162946,1.7122492346084168,0.14937039655108283
29,50,150,750,677,14,171,1,506,13,0.22398098571577374,0.029299170324162946,1.7122492346084168,0.14937039655108283
29,50,150,800,677,14,171,1,506,13,0.2239809857157737,0.029299170324162918,1.7122492346084173,0.14937039655108283
29,50,150,850,677,15,171,2,506,13,0.4479893626353949,0.10109151212820487,1.9852751710741594,0.29043481364668355
29,50,150,900,677,17,171,2,506,15,0.3888860056761574,0.08892881844111358,1.7005997387775769,0.2096093040841862
29,50,150,730,677,14,171,1,506,13,0.22398098571577374,0.029299170324162946,1.7122492346084168,0.14937039655108283
29,50,150,760,677,14,171,1,506,13,0.22398098571577374,0.029299170324162946,1.7122492346084168,0.14937039655108283
29,50,150,790,677,14,171,1,506,13,0.2239809857157737,0.029299170324162918,1.7122492346084173,0.14937039655108283
29,50,150,820,677,15,171,2,506,13,0.44798936263539496,0.10109151212820487,1.9852751710741596,0.29043481364668355
29,50,150,1095,677,19,171,4,506,15,0.7822154006736022,0.2595980222314896,2.356955294926528,0.6624953132332575
29,50,150,1460,677,25,171,4,506,21,0.5667462352138541,0.19452671150973783,1.6511937750667127,0.29796742475203
29,50,150,1825,677,29,171,5,506,24,0.6259892358089227,0.23881723596573612,1.6408469085743076,0.34071441888015686
29,50,180,All,676,34,171,6,505,28,0.6525939287703675,0.27017061277062615,1.5763329382885656,0.3428490732703757
29,50,180,365,676,8,171,1,505,7,0.42031947186397683,0.051711743644867754,3.4164088459536273,0.4175032553555248
29,50,180,400,676,8,171,1,505,7,0.42031947186397695,0.05171174364486773,3.4164088459536295,0.417503255355525
29,50,180,450,676,8,171,1,505,7,0.42031947186397683,0.051711743644867754,3.4164088459536273,0.4175032553555248
29,50,180,500,676,9,171,1,505,8,0.3673783693835824,0.045947331397263654,2.937425573729355,0.3451221779822031
29,50,180,550,676,9,171,1,505,8,0.36737836938358237,0.04594733139726363,2.937425573729354,0.345122177982203
29,50,180,600,676,11,171,1,505,10,0.29306375299388165,0.03751421411348789,2.289435227379033,0.24190282750588865
29,50,180,650,676,13,171,1,505,12,0.24319148543171792,0.031620495887567025,1.870372267303365,0.17432734659861848
29,50,180,700,676,14,171,1,505,13,0.22398098571577374,0.029299170324162932,1.7122492346084177,0.14937039655108295
29,50,180,730,676,14,171,1,505,13,0.22398098571577374,0.029299170324162932,1.7122492346084177,0.14937039655108295
29,50,180,750,676,14,171,1,505,13,0.22398098571577374,0.029299170324162932,1.7122492346084177,0.14937039655108295
29,50,180,800,676,14,171,1,505,13,0.22398098571577374,0.029299170324162932,1.7122492346084177,0.14937039655108295
29,50,180,850,676,15,171,2,505,13,0.44798936263539496,0.10109151212820487,1.9852751710741596,0.29043481364668355
29,50,180,900,676,17,171,2,505,15,0.38888600567615744,0.08892881844111358,1.700599738777577,0.2096093040841862
29,50,180,730,676,14,171,1,505,13,0.22398098571577374,0.029299170324162932,1.7122492346084177,0.14937039655108295
29,50,180,760,676,14,171,1,505,13,0.22398098571577374,0.029299170324162932,1.7122492346084177,0.14937039655108295
29,50,180,790,676,14,171,1,505,13,0.22398098571577374,0.029299170324162932,1.7122492346084177,0.14937039655108295
29,50,180,820,676,15,171,2,505,13,0.44798936263539485,0.10109151212820487,1.9852751710741592,0.29043481364668355
29,50,180,1095,676,19,171,4,505,15,0.7822154006736021,0.25959802223148953,2.356955294926528,0.6624953132332574
29,50,180,1460,676,25,171,4,505,21,0.5667462352138543,0.19452671150973785,1.6511937750667125,0.29796742475203
29,50,180,1825,676,29,171,5,505,24,0.6259892358089226,0.23881723596573612,1.6408469085743072,0.3407144188801565
32,50,0,All,563,40,140,7,423,33,0.6532725317081209,0.28893843131842,1.4770101669653914,0.306338215021125
32,50,0,365,563,17,140,2,423,15,0.39594688383837273,0.0905442803844082,1.7314614921641638,0.2184183256273433
32,50,0,400,563,17,140,2,423,15,0.39594688383837273,0.0905442803844082,1.7314614921641638,0.2184183256273433
32,50,0,450,563,17,140,2,423,15,0.39594688383837273,0.0905442803844082,1.7314614921641638,0.2184183256273433
32,50,0,500,563,18,140,2,423,16,0.37114593001145985,0.08533539757362395,1.614210577096414,0.1863209664642762
32,50,0,550,563,18,140,2,423,16,0.37114593001145985,0.08533539757362395,1.614210577096414,0.18632096646427632
32,50,0,600,563,20,140,2,423,18,0.3295551768903726,0.0764655617844701,1.4203337042284365,0.13642655393772773
32,50,0,650,563,21,140,2,423,19,0.3118237835119076,0.07263036143080695,1.3387524176967425,0.1169838581962653
32,50,0,700,563,22,140,2,423,20,0.2959698388423481,0.06917747357768798,1.266281362617134,0.10065939111890056
32,50,0,730,563,22,140,2,423,20,0.2959698388423481,0.06917747357768798,1.266281362617134,0.10065939111890056
32,50,0,750,563,22,140,2,423,20,0.2959698388423481,0.06917747357768798,1.266281362617134,0.10065939111890056
32,50,0,800,563,22,140,2,423,20,0.29596983884234807,0.06917747357768796,1.2662813626171339,0.10065939111890049
32,50,0,850,563,23,140,3,423,20,0.44390138653851546,0.13190494275562129,1.4938669988727096,0.18960908140409993
32,50,0,900,563,25,140,3,423,22,0.4039414592510934,0.1209001828771249,1.349615018099161,0.14079029124218023
32,50,0,730,563,22,140,2,423,20,0.2959698388423481,0.06917747357768798,1.266281362617134,0.10065939111890056
32,50,0,760,563,22,140,2,423,20,0.2959698388423481,0.06917747357768798,1.266281362617134,0.10065939111890056
32,50,0,790,563,22,140,2,423,20,0.29596983884234807,0.06917747357768796,1.2662813626171339,0.10065939111890049
32,50,0,820,563,23,140,3,423,20,0.44390138653851546,0.13190494275562129,1.4938669988727096,0.18960908140409993
32,50,0,1095,563,27,140,5,423,22,0.6766975095956126,0.25624693349029054,1.787024387982599,0.4305597751063439
32,50,0,1460,563,31,140,5,423,26,0.5781739127378787,0.2220028376830774,1.5057693715061446,0.26191359187360175
32,50,0,1825,563,35,140,6,423,29,0.6284332582158803,0.2608811672348554,1.5138247203421067,0.3003851888360568
32,50,30,All,557,34,140,7,417,27,0.8021012275790025,0.3492160897461721,1.8423159704679528,0.603216750219453
32,50,30,365,557,11,140,2,417,9,0.6558630354137799,0.14170501103982264,3.035575933876413,0.5894923043763616
32,50,30,400,557,11,140,2,417,9,0.6558630354137798,0.14170501103982272,3.035575933876411,0.5894923043763614
32,50,30,450,557,11,140,2,417,9,0.6558630354137798,0.14170501103982272,3.035575933876411,0.5894923043763614
32,50,30,500,557,12,140,2,417,10,0.5904502595548512,0.12936969247579375,2.694846855832353,0.49638714442649223
32,50,30,550,557,12,140,2,417,10,0.5904502595548514,0.1293696924757938,2.694846855832354,0.49638714442649234
32,50,30,600,557,14,140,2,417,12,0.4916953354554884,0.11004428452313907,2.196972827406128,0.3526450558130515
32,50,30,650,557,15,140,2,417,13,0.45325166452885096,0.10228028341361935,2.0085696337718457,0.29750327292646805
32,50,30,700,557,16,140,2,417,14,0.4205095370873914,0.09556839895467815,1.8502797233770782,0.25180003292750985
32,50,30,730,557,16,140,2,417,14,0.42050953708739136,0.09556839895467815,1.850279723377078,0.25180003292750985
32,50,30,750,557,16,140,2,417,14,0.42050953708739136,0.09556839895467815,1.850279723377078,0.25180003292750985
32,50,30,800,557,16,140,2,417,14,0.4205095370873915,0.0955683989546783,1.8502797233770776,0.25180003292750985
32,50,30,850,557,17,140,3,417,14,0.6308621648586481,0.1812927761032152,2.1952726391235506,0.46901661367139214
32,50,30,900,557,19,140,3,417,16,0.5530152221055527,0.16113445398866943,1.8979543375742511,0.3464331612187336
32,50,30,730,557,16,140,2,417,14,0.42050953708739136,0.09556839895467815,1.850279723377078,0.25180003292750985
32,50,30,760,557,16,140,2,417,14,0.42050953708739136,0.09556839895467815,1.850279723377078,0.25180003292750985
32,50,30,790,557,16,140,2,417,14,0.4205095370873915,0.0955683989546783,1.8502797233770776,0.25180003292750985
32,50,30,820,557,17,140,3,417,14,0.6308621648586481,0.1812927761032152,2.1952726391235506,0.46901661367139214
32,50,30,1095,557,21,140,5,417,16,0.9281796992747171,0.34000987654524695,2.5338015557058604,0.8843474241861452
32,50,30,1460,557,25,140,5,417,20,0.7518421100593478,0.2821462632818665,2.0034522232668603,0.568406945773718
32,50,30,1825,557,29,140,6,417,23,0.7942828192002125,0.323367161176033,1.9509872139836713,0.6154359656244319
32,50,60,All,556,33,140,7,416,26,0.8339396274274079,0.36188327937463505,1.921766884050486,0.6698606507479835
32,50,60,365,556,10,140,2,416,8,0.7371719422273628,0.15653879552635658,3.471487503018162,0.6997083255856463
32,50,60,400,556,10,140,2,416,8,0.7371719422273628,0.15653879552635655,3.471487503018163,0.6997083255856464
32,50,60,450,556,10,140,2,416,8,0.7371719422273627,0.15653879552635652,3.471487503018162,0.6997083255856462
32,50,60,500,556,11,140,2,416,9,0.6555285045873457,0.14163284139066934,3.0340252734266695,0.5890420096122015
32,50,60,550,556,11,140,2,416,9,0.6555285045873457,0.14163284139066934,3.0340252734266695,0.5890420096122015
32,50,60,600,556,13,140,2,416,11,0.5360012868917241,0.11880355991344055,2.418255646202077,0.41721809691194
32,50,60,650,556,14,140,2,416,12,0.49064057874025496,0.10980803370761574,2.1922638023694674,0.35119102944255975
32,50,60,700,556,15,140,2,416,13,0.45250151349839307,0.10211098583515259,2.0052457435764643,0.29649321165454456
32,50,60,730,556,15,140,2,416,13,0.4525015134983928,0.1021109858351525,2.0052457435764643,0.2964932116545447
32,50,60,750,556,15,140,2,416,13,0.4525015134983928,0.1021109858351525,2.0052457435764643,0.2964932116545447
32,50,60,800,556,15,140,2,416,13,0.4525015134983928,0.1021109858351525,2.0052457435764643,0.2964932116545447
32,50,60,850,556,16,140,3,416,13,0.6788971214348939,0.1934580568789497,2.382435288187452,0.5454131896446281
32,50,60,900,556,18,140,3,416,15,0.5895621776602014,0.17067485853918715,2.0365246779896014,0.4034758445008927
32,50,60,730,556,15,140,2,416,13,0.4525015134983928,0.1021109858351525,2.0052457435764643,0.2964932116545447
32,50,60,760,556,15,140,2,416,13,0.4525015134983928,0.1021109858351525,2.0052457435764643,0.2964932116545447
32,50,60,790,556,15,140,2,416,13,0.4525015134983928,0.1021109858351525,2.0052457435764643,0.2964932116545447
32,50,60,820,556,16,140,3,416,13,0.6788971214348939,0.1934580568789497,2.382435288187452,0.5454131896446281
32,50,60,1095,556,20,140,5,416,15,0.9899254323211537,0.35975951459756683,2.72390950563855,0.984356715452686
32,50,60,1460,556,24,140,5,416,19,0.7917399241765465,0.29559197244609525,2.1206668853275352,0.6422504746749664
32,50,60,1825,556,28,140,6,416,22,0.8310565478220405,0.33691213805011105,2.0499557827600805,0.6878824665111838
32,50,90,All,554,33,140,7,414,26,0.8339396274274081,0.36188327937463516,1.9217668840504865,0.6698606507479838
32,50,90,365,554,10,140,2,414,8,0.7371719422273629,0.15653879552635663,3.471487503018163,0.6997083255856464
32,50,90,400,554,10,140,2,414,8,0.7371719422273628,0.15653879552635655,3.471487503018163,0.6997083255856464
32,50,90,450,554,10,140,2,414,8,0.7371719422273628,0.15653879552635655,3.471487503018163,0.6997083255856464
32,50,90,500,554,11,140,2,414,9,0.6555285045873455,0.14163284139066928,3.0340252734266695,0.5890420096122013
32,50,90,550,554,11,140,2,414,9,0.6555285045873456,0.14163284139066926,3.03402527342667,0.5890420096122013
32,50,90,600,554,13,140,2,414,11,0.536001286891724,0.11880355991344055,2.418255646202076,0.4172180969119399
32,50,90,650,554,14,140,2,414,12,0.49064057874025485,0.10980803370761569,2.192263802369467,0.35119102944255964
32,50,90,700,554,15,140,2,414,13,0.45250151349839285,0.1021109858351525,2.0052457435764643,0.2964932116545447
32,50,90,730,554,15,140,2,414,13,0.45250151349839285,0.1021109858351525,2.0052457435764643,0.2964932116545447
32,50,90,750,554,15,140,2,414,13,0.45250151349839285,0.1021109858351525,2.0052457435764643,0.2964932116545447
32,50,90,800,554,15,140,2,414,13,0.45250151349839285,0.1021109858351525,2.0052457435764643,0.2964932116545447
32,50,90,850,554,16,140,3,414,13,0.6788971214348938,0.19345805687894962,2.382435288187452,0.545413189644628
32,50,90,900,554,18,140,3,414,15,0.5895621776602014,0.17067485853918718,2.036524677989601,0.40347584450089247
32,50,90,730,554,15,140,2,414,13,0.45250151349839285,0.1021109858351525,2.0052457435764643,0.2964932116545447
32,50,90,760,554,15,140,2,414,13,0.45250151349839285,0.1021109858351525,2.0052457435764643,0.2964932116545447
32,50,90,790,554,15,140,2,414,13,0.45250151349839285,0.1021109858351525,2.0052457435764643,0.2964932116545447
32,50,90,820,554,16,140,3,414,13,0.6788971214348939,0.1934580568789497,2.382435288187452,0.5454131896446281
32,50,90,1095,554,20,140,5,414,15,0.989925432321153,0.35975951459756667,2.723909505638548,0.9843567154526849
32,50,90,1460,554,24,140,5,414,19,0.7917399241765464,0.29559197244609525,2.1206668853275352,0.6422504746749663
32,50,90,1825,554,28,140,6,414,22,0.8310565478220407,0.33691213805011105,2.0499557827600805,0.687882466511184
32,50,120,All,551,30,140,7,411,23,0.9474709985702287,0.4064504006363101,2.208636753036258,0.9005537261012079
32,50,120,365,551,7,140,2,411,5,1.1792531075112398,0.22878457017879872,6.0783727263080305,0.8437723132789847
32,50,120,400,551,7,140,2,411,5,1.17925310751124,0.2287845701787988,6.0783727263080305,0.8437723132789846
32,50,120,450,551,7,140,2,411,5,1.17925310751124,0.2287845701787988,6.0783727263080305,0.8437723132789846
32,50,120,500,551,8,140,2,411,6,0.9832796096575882,0.19845417887930863,4.871848989163232,0.9835238008418321
32,50,120,550,551,8,140,2,411,6,0.9832796096575885,0.19845417887930872,4.871848989163234,0.9835238008418324
32,50,120,600,551,10,140,2,411,8,0.7368536390445624,0.1564711137717792,3.469990545124759,0.6993038430161072
32,50,120,650,551,11,140,2,411,9,0.6538169023375344,0.14126248453863013,3.0261151301310276,0.5867389064939463
32,50,120,700,551,12,140,2,411,10,0.5878178978080075,0.1287924410692818,2.6828428603007297,0.492743393623869
32,50,120,730,551,12,140,2,411,10,0.5878178978080075,0.1287924410692818,2.6828428603007297,0.492743393623869
32,50,120,750,551,12,140,2,411,10,0.5878178978080075,0.1287924410692818,2.6828428603007297,0.492743393623869
32,50,120,800,551,12,140,2,411,10,0.5878178978080074,0.12879244106928175,2.6828428603007293,0.4927433936238689
32,50,120,850,551,13,140,3,411,10,0.8820087290963021,0.24273401235442724,3.204904787163361,0.8487384315613304
32,50,120,900,551,15,140,3,411,12,0.7368462044926982,0.20792861630605333,2.6111957974852777,0.6361540124927377
32,50,120,730,551,12,140,2,411,10,0.5878178978080075,0.1287924410692818,2.6828428603007297,0.492743393623869
32,50,120,760,551,12,140,2,411,10,0.5878178978080075,0.1287924410692818,2.6828428603007297,0.492743393623869
32,50,120,790,551,12,140,2,411,10,0.5878178978080074,0.12879244106928175,2.6828428603007293,0.4927433936238689
32,50,120,820,551,13,140,3,411,10,0.8820087290963021,0.24273401235442724,3.204904787163361,0.8487384315613304
32,50,120,1095,551,17,140,5,411,12,1.2389066375804807,0.43642773420629694,3.516938856858805,0.6873610604135219
32,50,120,1460,551,21,140,5,411,16,0.9428969825098477,0.3453719521255236,2.574194905390157,0.9086455591836247
32,50,120,1825,551,25,140,6,411,19,0.9661253545365147,0.3857716940567576,2.419561142142735,0.941348968133699
32,50,150,All,550,29,139,6,411,23,0.8137138185459554,0.33124278648848116,1.9989270876263001,0.6530261460506214
32,50,150,365,550,6,139,1,411,5,0.5900411839102097,0.06893184479010993,5.050620649574038,0.6300926117704572
32,50,150,400,550,6,139,1,411,5,0.5900411839102098,0.06893184479010993,5.050620649574041,0.6300926117704575
32,50,150,450,550,6,139,1,411,5,0.5900411839102097,0.06893184479010996,5.0506206495740384,0.6300926117704573
32,50,150,500,550,7,139,1,411,6,0.4919768894103143,0.059227638752881014,4.086626865604616,0.5113702786958896
32,50,150,550,550,7,139,1,411,6,0.4919768894103143,0.059227638752881014,4.086626865604616,0.5113702786958896
32,50,150,600,550,9,139,1,411,8,0.3685894306962595,0.0460988482586758,2.947105482085969,0.3467096994196307
32,50,150,650,550,10,139,1,411,9,0.32697908396327974,0.0414244072155492,2.580974081128998,0.2889208737464275
32,50,150,700,550,11,139,1,411,10,0.29393837517688326,0.03762617199897148,2.2962678319757845,0.2430478087114597
32,50,150,730,550,11,139,1,411,10,0.29393837517688326,0.03762617199897148,2.2962678319757845,0.2430478087114597
32,50,150,750,550,11,139,1,411,10,0.29393837517688326,0.03762617199897148,2.2962678319757845,0.2430478087114597
32,50,150,800,550,11,139,1,411,10,0.2939383751768834,0.03762617199897148,2.2962678319757854,0.2430478087114598
32,50,150,850,550,12,139,2,411,10,0.5880757753945876,0.1288489272508536,2.6840201543366304,0.4931005759582453
32,50,150,900,550,14,139,2,411,12,0.4913673332355349,0.10997002791740541,2.195524187302558,0.35219512451800516
32,50,150,730,550,11,139,1,411,10,0.29393837517688326,0.03762617199897148,2.2962678319757845,0.2430478087114597
32,50,150,760,550,11,139,1,411,10,0.29393837517688326,0.03762617199897148,2.2962678319757845,0.2430478087114597
32,50,150,790,550,11,139,1,411,10,0.2939383751768834,0.03762617199897148,2.2962678319757854,0.2430478087114598
32,50,150,820,550,12,139,2,411,10,0.5880757753945872,0.12884892725085353,2.6840201543366295,0.49310057595824497
32,50,150,1095,550,16,139,4,411,12,0.9918871483301808,0.31987465578166163,3.0757051152377715,0.9887436071387501
32,50,150,1460,550,20,139,4,411,16,0.755316571377794,0.252479981963314,2.2595974483268204,0.6157202912502642
32,50,150,1825,550,24,139,5,411,19,0.8064463476071698,0.30105806694878756,2.160233466454746,0.6687190561018601
32,50,180,All,550,29,139,6,411,23,0.8137138185459554,0.33124278648848116,1.9989270876263001,0.6530261460506214
32,50,180,365,550,6,139,1,411,5,0.5900411839102097,0.06893184479010993,5.050620649574038,0.6300926117704572
32,50,180,400,550,6,139,1,411,5,0.5900411839102098,0.06893184479010993,5.050620649574041,0.6300926117704575
32,50,180,450,550,6,139,1,411,5,0.5900411839102097,0.06893184479010996,5.0506206495740384,0.6300926117704573
32,50,180,500,550,7,139,1,411,6,0.4919768894103143,0.059227638752881014,4.086626865604616,0.5113702786958896
32,50,180,550,550,7,139,1,411,6,0.4919768894103143,0.059227638752881014,4.086626865604616,0.5113702786958896
32,50,180,600,550,9,139,1,411,8,0.3685894306962595,0.0460988482586758,2.947105482085969,0.3467096994196307
32,50,180,650,550,10,139,1,411,9,0.32697908396327974,0.0414244072155492,2.580974081128998,0.2889208737464275
32,50,180,700,550,11,139,1,411,10,0.29393837517688326,0.03762617199897148,2.2962678319757845,0.2430478087114597
32,50,180,730,550,11,139,1,411,10,0.29393837517688326,0.03762617199897148,2.2962678319757845,0.2430478087114597
32,50,180,750,550,11,139,1,411,10,0.29393837517688326,0.03762617199897148,2.2962678319757845,0.2430478087114597
32,50,180,800,550,11,139,1,411,10,0.2939383751768834,0.03762617199897148,2.2962678319757854,0.2430478087114598
32,50,180,850,550,12,139,2,411,10,0.5880757753945876,0.1288489272508536,2.6840201543366304,0.4931005759582453
32,50,180,900,550,14,139,2,411,12,0.4913673332355349,0.10997002791740541,2.195524187302558,0.35219512451800516
32,50,180,730,550,11,139,1,411,10,0.29393837517688326,0.03762617199897148,2.2962678319757845,0.2430478087114597
32,50,180,760,550,11,139,1,411,10,0.29393837517688326,0.03762617199897148,2.2962678319757845,0.2430478087114597
32,50,180,790,550,11,139,1,411,10,0.2939383751768834,0.03762617199897148,2.2962678319757854,0.2430478087114598
32,50,180,820,550,12,139,2,411,10,0.5880757753945872,0.12884892725085353,2.6840201543366295,0.49310057595824497
32,50,180,1095,550,16,139,4,411,12,0.9918871483301808,0.31987465578166163,3.0757051152377715,0.9887436071387501
32,50,180,1460,550,20,139,4,411,16,0.755316571377794,0.252479981963314,2.2595974483268204,0.6157202912502642
32,50,180,1825,550,24,139,5,411,19,0.8064463476071698,0.30105806694878756,2.160233466454746,0.6687190561018601
33,50,0,All,518,39,128,6,390,33,0.5625134316237836,0.23565905336782456,1.3427082738182947,0.19493216119340728
33,50,0,365,518,17,128,2,390,15,0.39877229663365027,0.09119029374356323,1.743818755641419,0.22197312341523712
33,50,0,400,518,17,128,2,390,15,0.3987722966336501,0.09119029374356298,1.7438187556414229,0.22197312341523778
33,50,0,450,518,17,128,2,390,15,0.3987722966336502,0.09119029374356323,1.7438187556414189,0.22197312341523712
33,50,0,500,518,18,128,2,390,16,0.37391257444488873,0.08597143373770696,1.626244989173464,0.18964224887344394
33,50,0,550,518,18,128,2,390,16,0.37391257444488885,0.08597143373770727,1.6262449891734596,0.18964224887344316
33,50,0,600,518,20,128,2,390,18,0.33236867316076135,0.07711835832145812,1.432459628330899,0.13945446592583136
33,50,0,650,518,21,128,2,390,19,0.3146152488618542,0.07328062247109737,1.3507357262889832,0.11980979365368528
33,50,0,700,518,22,128,2,390,20,0.29861987623958625,0.06979693155112754,1.2776182061818049,0.10317616233295039
33,50,0,730,518,22,128,2,390,20,0.2986198762395862,0.06979693155112723,1.2776182061818098,0.10317616233295128
33,50,0,750,518,22,128,2,390,20,0.2986198762395862,0.06979693155112723,1.2776182061818098,0.10317616233295128
33,50,0,800,518,22,128,2,390,20,0.2986198762395862,0.06979693155112723,1.2776182061818098,0.10317616233295128
33,50,0,850,518,23,128,3,390,20,0.4477339539844718,0.13304387820673835,1.5067637553308786,0.19433812153358232
33,50,0,900,518,25,128,3,390,22,0.4070499307300407,0.12183070028012623,1.3599991276940828,0.14418006714777418
33,50,0,730,518,22,128,2,390,20,0.2986198762395862,0.06979693155112723,1.2776182061818098,0.10317616233295128
33,50,0,760,518,22,128,2,390,20,0.2986198762395862,0.06979693155112723,1.2776182061818098,0.10317616233295128
33,50,0,790,518,22,128,2,390,20,0.2986198762395862,0.06979693155112723,1.2776182061818098,0.10317616233295128
33,50,0,820,518,23,128,3,390,20,0.4477339539844718,0.13304387820673835,1.5067637553308786,0.19433812153358232
33,50,0,1095,518,26,128,4,390,22,0.5441307689556765,0.18750370620530193,1.5790530209579594,0.2628934698959666
33,50,0,1460,518,30,128,4,390,26,0.4645789425248186,0.16212958846974357,1.3312412365603292,0.15348983796287693
33,50,0,1825,518,34,128,5,390,29,0.5258471552309987,0.2035321037156647,1.358582875214748,0.18443597780534338
33,50,30,All,512,33,128,6,384,27,0.6903259594629161,0.28495674391674525,1.6723588421112345,0.411699981120212
33,50,30,365,512,11,128,2,384,9,0.6602696486122791,0.14265702453639115,3.055972955382735,0.5954147950984511
33,50,30,400,512,11,128,2,384,9,0.6602696486122791,0.14265702453639115,3.055972955382735,0.5954147950984511
33,50,30,450,512,11,128,2,384,9,0.6602696486122793,0.14265702453639117,3.0559729553827357,0.5954147950984514
33,50,30,500,512,12,128,2,384,10,0.5947187552675967,0.13030479293510353,2.7143314524369804,0.5022934678461852
33,50,30,550,512,12,128,2,384,10,0.5947187552675967,0.13030479293510353,2.7143314524369804,0.5022934678461852
33,50,30,600,512,14,128,2,384,12,0.49602326280661413,0.11101279303265836,2.216312827774167,0.3586208338340736
33,50,30,650,512,15,128,2,384,13,0.45749495689651104,0.10323788352426035,2.027372398975573,0.30322845813785937
33,50,30,700,512,16,128,2,384,14,0.42443637544280227,0.09646089137996423,1.8675572475213655,0.2569235371965961
33,50,30,730,512,16,128,2,384,14,0.4244363754428023,0.09646089137996423,1.8675572475213658,0.25692353719659633
33,50,30,750,512,16,128,2,384,14,0.4244363754428023,0.09646089137996423,1.8675572475213658,0.25692353719659633
33,50,30,800,512,16,128,2,384,14,0.4244363754428023,0.09646089137996423,1.8675572475213658,0.25692353719659633
33,50,30,850,512,17,128,3,384,14,0.6364672490726779,0.1829036035133632,2.2147762611606816,0.4775945325401062
33,50,30,900,512,19,128,3,384,16,0.5572329587802142,0.1623637708312341,1.9124252212256392,0.35265292606948706
33,50,30,730,512,16,128,2,384,14,0.4244363754428023,0.09646089137996423,1.8675572475213658,0.25692353719659633
33,50,30,760,512,16,128,2,384,14,0.4244363754428023,0.09646089137996423,1.8675572475213658,0.25692353719659633
33,50,30,790,512,16,128,2,384,14,0.4244363754428023,0.09646089137996423,1.8675572475213658,0.25692353719659633
33,50,30,820,512,17,128,3,384,14,0.6364672490726779,0.1829036035133632,2.2147762611606816,0.4775945325401062
33,50,30,1095,512,20,128,4,384,16,0.7456292159338233,0.24926820311494363,2.230380452486834,0.5995383927442524
33,50,30,1460,512,24,128,4,384,20,0.6035962933504115,0.20629315095875764,1.766071649267663,0.3567037965001173
33,50,30,1825,512,28,128,5,384,23,0.6641240207791788,0.2524490982113478,1.7471273143810222,0.40690357580939485
33,50,60,All,511,32,128,6,383,26,0.717681208217725,0.2953322827125124,1.7440230776607597,0.4640106257581359
33,50,60,365,511,10,128,2,383,8,0.7420900990179173,0.15758308920944766,3.4946498245663666,0.7059483781238474
33,50,60,400,511,10,128,2,383,8,0.742090099017917,0.15758308920944766,3.4946498245663635,0.7059483781238469
33,50,60,450,511,10,128,2,383,8,0.7420900990179169,0.15758308920944764,3.4946498245663626,0.7059483781238467
33,50,60,500,511,11,128,2,383,9,0.660269648612279,0.14265702453639112,3.0559729553827344,0.595414795098451
33,50,60,550,511,11,128,2,383,9,0.6602696486122793,0.14265702453639115,3.055972955382736,0.5954147950984514
33,50,60,600,511,13,128,2,383,11,0.5407851787930423,0.11986373961210676,2.439842195384702,0.42388625773825384
33,50,60,650,511,14,128,2,383,12,0.4953093474990526,0.11085297434390372,2.21312374496002,0.35763451601519025
33,50,60,700,511,15,128,2,383,13,0.4567912867610657,0.10307903993868567,2.024255171419388,0.3022778473875153
