age_min,age_max,landmark,max_fu_days,n,events,n_vax,events_vax,n_unvax,events_unvax,HR,CI_lower,CI_upper,p_value
33,50,60,730,511,15,128,2,383,13,0.4567912867610657,0.10307903993868567,2.024255171419388,0.3022778473875153
33,50,60,750,511,15,128,2,383,13,0.4567912867610657,0.10307903993868567,2.024255171419388,0.3022778473875153
33,50,60,800,511,15,128,2,383,13,0.4567912867610657,0.10307903993868567,2.024255171419388,0.3022778473875153
33,50,60,850,511,16,128,3,383,13,0.6850002303070294,0.19519724228882843,2.403852175464561,0.5547380558978803
33,50,60,900,511,18,128,3,383,15,0.5940725716454072,0.1719810263267786,2.0520997456475527,0.4102913282800503
33,50,60,730,511,15,128,2,383,13,0.4567912867610657,0.10307903993868567,2.024255171419388,0.3022778473875153
33,50,60,760,511,15,128,2,383,13,0.4567912867610657,0.10307903993868567,2.024255171419388,0.3022778473875153
33,50,60,790,511,15,128,2,383,13,0.4567912867610657,0.10307903993868567,2.024255171419388,0.3022778473875153
33,50,60,820,511,16,128,3,383,13,0.6850002303070294,0.19519724228882843,2.403852175464561,0.5547380558978803
33,50,60,1095,511,19,128,4,383,15,0.795096214116976,0.2638765510844236,2.3957338653440696,0.6836757149867363
33,50,60,1460,511,23,128,4,383,19,0.6355345715508013,0.2161894231614331,1.8682884006525005,0.40998311323838343
33,50,60,1825,511,27,128,5,383,22,0.6947899603518674,0.26307126292815103,1.8349898184720834,0.4623991576634564
33,50,90,All,509,32,128,6,381,26,0.7176812082177252,0.2953322827125125,1.7440230776607604,0.46401062575813623
33,50,90,365,509,10,128,2,381,8,0.7420900990179172,0.15758308920944772,3.4946498245663644,0.7059483781238471
33,50,90,400,509,10,128,2,381,8,0.7420900990179171,0.15758308920944766,3.4946498245663635,0.705948378123847
33,50,90,450,509,10,128,2,381,8,0.7420900990179171,0.15758308920944766,3.4946498245663635,0.705948378123847
33,50,90,500,509,11,128,2,381,9,0.6602696486122791,0.14265702453639115,3.055972955382735,0.5954147950984512
33,50,90,550,509,11,128,2,381,9,0.6602696486122791,0.14265702453639115,3.055972955382735,0.5954147950984511
33,50,90,600,509,13,128,2,381,11,0.5407851787930426,0.11986373961210676,2.4398421953847027,0.42388625773825406
33,50,90,650,509,14,128,2,381,12,0.4953093474990526,0.11085297434390372,2.21312374496002,0.35763451601519025
33,50,90,700,509,15,128,2,381,13,0.45679128676106573,0.10307903993868567,2.0242551714193886,0.3022778473875154
33,50,90,730,509,15,128,2,381,13,0.4567912867610658,0.10307903993868567,2.024255171419389,0.3022778473875155
33,50,90,750,509,15,128,2,381,13,0.4567912867610658,0.10307903993868567,2.024255171419389,0.3022778473875155
33,50,90,800,509,15,128,2,381,13,0.4567912867610658,0.10307903993868567,2.024255171419389,0.3022778473875155
33,50,90,850,509,16,128,3,381,13,0.6850002303070294,0.1951972422888284,2.4038521754645616,0.5547380558978804
33,50,90,900,509,18,128,3,381,15,0.5940725716454072,0.17198102632677864,2.0520997456475523,0.4102913282800501
33,50,90,730,509,15,128,2,381,13,0.4567912867610658,0.10307903993868567,2.024255171419389,0.3022778473875155
33,50,90,760,509,15,128,2,381,13,0.4567912867610658,0.10307903993868567,2.024255171419389,0.3022778473875155
33,50,90,790,509,15,128,2,381,13,0.4567912867610658,0.10307903993868567,2.024255171419389,0.3022778473875155
33,50,90,820,509,16,128,3,381,13,0.6850002303070294,0.1951972422888284,2.4038521754645616,0.5547380558978804
33,50,90,1095,509,19,128,4,381,15,0.7950962141169754,0.2638765510844234,2.3957338653440683,0.6836757149867353
33,50,90,1460,509,23,128,4,381,19,0.6355345715508013,0.21618942316143316,1.8682884006525007,0.40998311323838343
33,50,90,1825,509,27,128,5,381,22,0.6947899603518676,0.2630712629281513,1.834989818472082,0.4623991576634563
33,50,120,All,506,29,128,6,378,23,0.8153192916960134,0.33190154762912755,2.002839553356006,0.6561235724291212
33,50,120,365,506,7,128,2,378,5,1.1872810962543772,0.23034184881617958,6.119758128050504,0.8374317941662341
33,50,120,400,506,7,128,2,378,5,1.1872810962543767,0.23034184881617953,6.119758128050502,0.8374317941662344
33,50,120,450,506,7,128,2,378,5,1.1872810962543767,0.23034184881617953,6.119758128050502,0.8374317941662344
33,50,120,500,506,8,128,2,378,6,0.9907159976185366,0.19995460841058643,4.908705009298134,0.9908854721089034
33,50,120,550,506,8,128,2,378,6,0.9907159976185366,0.19995460841058643,4.908705009298134,0.9908854721089034
33,50,120,600,506,10,128,2,378,8,0.7440000553590309,0.15798833853869101,3.5036515194359192,0.7083662243019915
33,50,120,650,506,11,128,2,378,9,0.6606026766220253,0.14272868128631216,3.057520691897789,0.5958623637784644
33,50,120,700,506,12,128,2,378,10,0.5938499627568959,0.1301141016107059,2.7103732331911186,0.5010925542868334
33,50,120,730,506,12,128,2,378,10,0.593849962756896,0.1301141016107059,2.71037323319112,0.5010925542868336
33,50,120,750,506,12,128,2,378,10,0.593849962756896,0.1301141016107059,2.71037323319112,0.5010925542868336
33,50,120,800,506,12,128,2,378,10,0.593849962756896,0.1301141016107059,2.71037323319112,0.5010925542868336
33,50,120,850,506,13,128,3,378,10,0.8904741907872777,0.24506378831596892,3.235664844272658,0.8601229609341257
33,50,120,900,506,15,128,3,378,12,0.7426734970216868,0.20957375310356546,2.631836835530898,0.6448840966520908
33,50,120,730,506,12,128,2,378,10,0.593849962756896,0.1301141016107059,2.71037323319112,0.5010925542868336
33,50,120,760,506,12,128,2,378,10,0.593849962756896,0.1301141016107059,2.71037323319112,0.5010925542868336
33,50,120,790,506,12,128,2,378,10,0.593849962756896,0.1301141016107059,2.71037323319112,0.5010925542868336
33,50,120,820,506,13,128,3,378,10,0.8904741907872777,0.24506378831596892,3.235664844272658,0.8601229609341257
33,50,120,1095,506,16,128,4,378,12,0.9946922180386548,0.3207905778656558,3.084294480248157,0.9926455867257319
33,50,120,1460,506,20,128,4,378,16,0.7566262405518919,0.2529266701577477,2.263435752088293,0.6178904766434222
33,50,120,1825,506,24,128,5,378,19,0.8075159207820207,0.3014666966434,2.163031504232031,0.6706299362230305
33,50,150,All,505,28,127,5,378,23,0.6807698179589976,0.2587478299759917,1.7911166446765112,0.4359192019076844
33,50,150,365,505,6,127,1,378,5,0.594144143780631,0.0694111238110273,5.085744823119214,0.6345941857159992
33,50,150,400,505,6,127,1,378,5,0.594144143780631,0.0694111238110273,5.085744823119214,0.6345941857159992
33,50,150,450,505,6,127,1,378,5,0.594144143780631,0.0694111238110273,5.085744823119214,0.6345941857159992
33,50,150,500,505,7,127,1,378,6,0.49581207363947866,0.059689236171968384,4.118491509230065,0.516005057389519
33,50,150,550,505,7,127,1,378,6,0.4958120736394786,0.059689236171968384,4.118491509230062,0.5160050573895187
33,50,150,600,505,9,127,1,378,8,0.3723190327774772,0.046565242487886085,2.976929889378722,0.35159600338425145
33,50,150,650,505,10,127,1,378,9,0.33051920340252505,0.0418729353394219,2.608915351463105,0.2935910451030914
33,50,150,700,505,11,127,1,378,10,0.29707109346185706,0.038027196024618404,2.3207399912812536,0.2471519048023545
33,50,150,730,505,11,127,1,378,10,0.29707109346185706,0.038027196024618404,2.3207399912812536,0.2471519048023545
33,50,150,750,505,11,127,1,378,10,0.29707109346185706,0.038027196024618404,2.3207399912812536,0.2471519048023545
33,50,150,800,505,11,127,1,378,10,0.29707109346185706,0.038027196024618404,2.3207399912812536,0.2471519048023545
33,50,150,850,505,12,127,2,378,10,0.5939006374625839,0.13012521616706763,2.710604274621218,0.5011626245441012
33,50,150,900,505,14,127,2,378,12,0.49532409648237313,0.11085596698030556,2.2131958002735828,0.357655785183459
33,50,150,730,505,11,127,1,378,10,0.29707109346185706,0.038027196024618404,2.3207399912812536,0.2471519048023545
33,50,150,760,505,11,127,1,378,10,0.29707109346185706,0.038027196024618404,2.3207399912812536,0.2471519048023545
33,50,150,790,505,11,127,1,378,10,0.29707109346185706,0.038027196024618404,2.3207399912812536,0.2471519048023545
33,50,150,820,505,12,127,2,378,10,0.5939006374625839,0.13012521616706763,2.710604274621218,0.5011626245441012
33,50,150,1095,505,15,127,3,378,12,0.7465253082361363,0.2106539849213807,2.6455708210079734,0.6506527967295573
33,50,150,1460,505,19,127,3,378,16,0.5681821363794549,0.16553957743505446,1.9501737596701099,0.36893837670672924
33,50,150,1825,505,23,127,4,378,19,0.6470596354486889,0.22009325056609125,1.902312636803299,0.42882672053092485
33,50,180,All,505,28,127,5,378,23,0.6807698179589976,0.2587478299759917,1.7911166446765112,0.4359192019076844
33,50,180,365,505,6,127,1,378,5,0.594144143780631,0.0694111238110273,5.085744823119214,0.6345941857159992
33,50,180,400,505,6,127,1,378,5,0.594144143780631,0.0694111238110273,5.085744823119214,0.6345941857159992
33,50,180,450,505,6,127,1,378,5,0.594144143780631,0.0694111238110273,5.085744823119214,0.6345941857159992
33,50,180,500,505,7,127,1,378,6,0.49581207363947866,0.059689236171968384,4.118491509230065,0.516005057389519
33,50,180,550,505,7,127,1,378,6,0.4958120736394786,0.059689236171968384,4.118491509230062,0.5160050573895187
33,50,180,600,505,9,127,1,378,8,0.3723190327774772,0.046565242487886085,2.976929889378722,0.35159600338425145
33,50,180,650,505,10,127,1,378,9,0.33051920340252505,0.0418729353394219,2.608915351463105,0.2935910451030914
33,50,180,700,505,11,127,1,378,10,0.29707109346185706,0.038027196024618404,2.3207399912812536,0.2471519048023545
33,50,180,730,505,11,127,1,378,10,0.29707109346185706,0.038027196024618404,2.3207399912812536,0.2471519048023545
33,50,180,750,505,11,127,1,378,10,0.29707109346185706,0.038027196024618404,2.3207399912812536,0.2471519048023545
33,50,180,800,505,11,127,1,378,10,0.29707109346185706,0.038027196024618404,2.3207399912812536,0.2471519048023545
33,50,180,850,505,12,127,2,378,10,0.5939006374625839,0.13012521616706763,2.710604274621218,0.5011626245441012
33,50,180,900,505,14,127,2,378,12,0.49532409648237313,0.11085596698030556,2.2131958002735828,0.357655785183459
33,50,180,730,505,11,127,1,378,10,0.29707109346185706,0.038027196024618404,2.3207399912812536,0.2471519048023545
33,50,180,760,505,11,127,1,378,10,0.29707109346185706,0.038027196024618404,2.3207399912812536,0.2471519048023545
33,50,180,790,505,11,127,1,378,10,0.29707109346185706,0.038027196024618404,2.3207399912812536,0.2471519048023545
33,50,180,820,505,12,127,2,378,10,0.5939006374625839,0.13012521616706763,2.710604274621218,0.5011626245441012
33,50,180,1095,505,15,127,3,378,12,0.7465253082361363,0.2106539849213807,2.6455708210079734,0.6506527967295573
33,50,180,1460,505,19,127,3,378,16,0.5681821363794549,0.16553957743505446,1.9501737596701099,0.36893837670672924
33,50,180,1825,505,23,127,4,378,19,0.6470596354486889,0.22009325056609125,1.902312636803299,0.42882672053092485
30,48,0,All,625,46,148,6,477,40,0.4835094066942892,0.20497924306244425,1.1405122922160715,0.09697245433988923
30,48,0,365,625,21,148,2,477,19,0.3326110292637611,0.0774721282119102,1.4279986795417707,0.1386737676694341
30,48,0,400,625,21,148,2,477,19,0.3326110292637611,0.0774721282119102,1.4279986795417707,0.1386737676694341
30,48,0,450,625,21,148,2,477,19,0.3326110292637611,0.0774721282119102,1.4279986795417707,0.1386737676694341
30,48,0,500,625,22,148,2,477,20,0.3157746319775503,0.07380649120036513,1.3510142072715694,0.12010609546046902
30,48,0,550,625,22,148,2,477,20,0.3157746319775504,0.07380649120036513,1.3510142072715696,0.1201060954604691
30,48,0,600,625,24,148,2,477,22,0.28658613116070797,0.06738856919365863,1.2187765901014445,0.09062412965817289
30,48,0,650,625,26,148,2,477,24,0.2620378342484827,0.06192706277540638,1.1087854566372937,0.06880604178455661
30,48,0,700,625,27,148,2,477,25,0.2512045008604905,0.05949873102999739,1.0605890270290517,0.06011478819936655
30,48,0,730,625,27,148,2,477,25,0.2512045008604905,0.05949873102999739,1.0605890270290517,0.06011478819936655
30,48,0,750,625,27,148,2,477,25,0.2512045008604905,0.05949873102999739,1.0605890270290517,0.06011478819936655
30,48,0,800,625,27,148,2,477,25,0.2512045008604905,0.05949873102999739,1.0605890270290517,0.06011478819936655
30,48,0,850,625,27,148,2,477,25,0.25120450086049045,0.05949873102999739,1.0605890270290514,0.06011478819936649
30,48,0,900,625,29,148,2,477,27,0.23267490620022227,0.05532849183827816,0.9784761914986441,0.04662494622096162
30,48,0,730,625,27,148,2,477,25,0.2512045008604905,0.05949873102999739,1.0605890270290517,0.06011478819936655
30,48,0,760,625,27,148,2,477,25,0.2512045008604905,0.05949873102999739,1.0605890270290517,0.06011478819936655
30,48,0,790,625,27,148,2,477,25,0.2512045008604905,0.05949873102999739,1.0605890270290517,0.06011478819936655
30,48,0,820,625,27,148,2,477,25,0.25120450086049045,0.05949873102999739,1.0605890270290514,0.06011478819936649
30,48,0,1095,625,31,148,4,477,27,0.4670422729184771,0.16341757244238958,1.3347920999729401,0.15531405148298058
30,48,0,1460,625,37,148,4,477,33,0.38639539224055874,0.13688142897504768,1.090735246283494,0.07250058176375161
30,48,0,1825,625,41,148,5,477,36,0.4448028537146978,0.17453825446154533,1.1335599710396411,0.08963171192209782
30,48,30,All,619,40,148,6,471,34,0.5693172035955748,0.23899249227538674,1.3562019259433686,0.20337344480404151
30,48,30,365,619,15,148,2,471,13,0.4833308690274407,0.10906795366362491,2.1418640499599975,0.33846196651753724
30,48,30,400,619,15,148,2,471,13,0.4833308690274406,0.10906795366362491,2.141864049959997,0.338461966517537
30,48,30,450,619,15,148,2,471,13,0.4833308690274409,0.10906795366362497,2.1418640499599984,0.33846196651753746
30,48,30,500,619,16,148,2,471,14,0.4485684507966566,0.10194537784682171,1.9737398526537084,0.2888994450824125
30,48,30,550,619,16,148,2,471,14,0.4485684507966567,0.10194537784682171,1.9737398526537089,0.2888994450824124
30,48,30,600,619,18,148,2,471,16,0.39186886837329704,0.09010025777697916,1.7043370772619881,0.21162834788914708
30,48,30,650,619,20,148,2,471,18,0.3473789244101378,0.08060095113525217,1.4971550015811943,0.15602689842748022
30,48,30,700,619,21,148,2,471,19,0.3285972244510473,0.07653701069284287,1.4107702265804458,0.13437329186576683
30,48,30,730,619,21,148,2,471,19,0.3285972244510473,0.07653701069284287,1.4107702265804458,0.13437329186576683
30,48,30,750,619,21,148,2,471,19,0.3285972244510473,0.07653701069284287,1.4107702265804458,0.13437329186576683
30,48,30,800,619,21,148,2,471,19,0.3285972244510473,0.07653701069284287,1.4107702265804458,0.13437329186576683
30,48,30,850,619,21,148,2,471,19,0.3285972244510473,0.07653701069284287,1.4107702265804458,0.13437329186576683
30,48,30,900,619,23,148,2,471,21,0.29757933756763777,0.06977293495886557,1.2691663637110946,0.10144271895491754
30,48,30,730,619,21,148,2,471,19,0.3285972244510473,0.07653701069284287,1.4107702265804458,0.13437329186576683
30,48,30,760,619,21,148,2,471,19,0.3285972244510473,0.07653701069284287,1.4107702265804458,0.13437329186576683
30,48,30,790,619,21,148,2,471,19,0.3285972244510473,0.07653701069284287,1.4107702265804458,0.13437329186576683
30,48,30,820,619,21,148,2,471,19,0.3285972244510473,0.07653701069284287,1.4107702265804458,0.13437329186576683
30,48,30,1095,619,25,148,4,471,21,0.5980886428556678,0.2052934555968735,1.742432673622852,0.34610036359896734
30,48,30,1460,619,31,148,4,471,27,0.4717517271774546,0.16505783514482603,1.3483134072347474,0.16084906712652236
30,48,30,1825,619,35,148,5,471,30,0.5336791988780999,0.20704761952351408,1.3755941168056978,0.19363629847852326
30,48,60,All,615,36,148,6,467,30,0.6464642571756122,0.26903866229660955,1.553367951795985,0.32940242005890963
30,48,60,365,615,11,148,2,467,9,0.6956977662675247,0.15031184501579448,3.219941728070506,0.6425429971032968
30,48,60,400,615,11,148,2,467,9,0.6956977662675247,0.15031184501579448,3.219941728070506,0.6425429971032968
30,48,60,450,615,11,148,2,467,9,0.6956977662675249,0.15031184501579456,3.2199417280705074,0.6425429971032971
30,48,60,500,615,12,148,2,467,10,0.6258680810483457,0.1371299914870697,2.856492956991643,0.545192358065326
30,48,60,550,615,12,148,2,467,10,0.6258680810483457,0.1371299914870697,2.856492956991643,0.545192358065326
30,48,60,600,615,14,148,2,467,12,0.5207384219431987,0.1165442548058178,2.326742785731523,0.3929212817531629
30,48,60,650,615,16,148,2,467,14,0.4450193335783174,0.10113842773197927,1.9581301756371896,0.284149259426854
30,48,60,700,615,17,148,2,467,15,0.4146648507988373,0.09482440253183859,1.8133195031762894,0.24224961775526288
30,48,60,730,615,17,148,2,467,15,0.4146648507988373,0.09482440253183859,1.8133195031762894,0.24224961775526288
30,48,60,750,615,17,148,2,467,15,0.4146648507988373,0.09482440253183859,1.8133195031762894,0.24224961775526288
30,48,60,800,615,17,148,2,467,15,0.4146648507988373,0.09482440253183859,1.8133195031762892,0.24224961775526266
30,48,60,850,615,17,148,2,467,15,0.4146648507988373,0.09482440253183859,1.8133195031762892,0.24224961775526266
30,48,60,900,615,19,148,2,467,17,0.36643715823996076,0.08465881463481184,1.5860863575541184,0.17928552411329457
30,48,60,730,615,17,148,2,467,15,0.4146648507988373,0.09482440253183859,1.8133195031762894,0.24224961775526288
30,48,60,760,615,17,148,2,467,15,0.4146648507988373,0.09482440253183859,1.8133195031762894,0.24224961775526288
30,48,60,790,615,17,148,2,467,15,0.4146648507988373,0.09482440253183859,1.8133195031762892,0.24224961775526266
30,48,60,820,615,17,148,2,467,15,0.4146648507988373,0.09482440253183859,1.8133195031762892,0.24224961775526266
30,48,60,1095,615,21,148,4,467,17,0.7373925919631444,0.24810957764333616,2.1915632594553673,0.5835813926792786
30,48,60,1460,615,27,148,4,467,23,0.5541215223715634,0.19161514898905416,1.6024341664808506,0.2758533686807568
30,48,60,1825,615,31,148,5,467,26,0.6165465666561255,0.2367301844792673,1.6057507397783815,0.3220427523168883
30,48,90,All,613,36,148,6,465,30,0.6464642571756122,0.26903866229660955,1.553367951795985,0.32940242005890963
